index,label,text
204,Common Cold,"I 've been coughing a lot and sense chilly and shivery . My nose has been quite clogged , and I am experiencing facial pressure . I also have a lot of phlegm , and coughing pains my chest . I Golden State n't smell anything , and my muscles are aching ."
205,Typhoid,"I 'm having severe stomach pain and constipation . Every night , I been a and headache chills . The last few days have get really painful ."
206,peptic ulcer disease,'ve been experiencing bowel movements that are both constipated diarrhoeic I often the to eat and energy
207,Typhoid,"I 've also been suffering from diarrhea , which has been really uncomfortable . It comes and goes it 's accompanied by stomach aches and vomiting ."
208,Varicose Veins,"I have a rash on my that is giving me a lot of pain There appears to be a cramp , and I can see visible veins on the calf ."
209,Varicose Veins,walk cramps last my calves have been making it difficult for me to The and do my daily activities . They come on suddenly and in for several minutes .
210,Jaundice,"I have been suffering from intense itching pain vomiting , fatigue , and loss weight . My fever is high and my skin has turned yellow . My urine is dark and I have been experiencing abdominal ,"
211,diabetes,I have slow have of wounds and healing . I cuts this tingling sensation in my hand and numbness in both my hands and feet
212,allergy,"I have nasal congestion and a blocked nose . On occasion , during the night , I have stiffness and chest pain . I 've also lost my senses of taste and smell ."
213,Acne,"Yesterday , I noticed an enormous rash all over my skin . There are a lot of pus-filled my and blackheads all has my face , and pimples skin over been scurrying a lot ."
214,Chicken pox,I 'm exhausted and lacking in energy . I can hardly my eyes open during the day . I have a mild fever and do feel like eating anything . I think I have lost my appetite .
215,Psoriasis,"My skin has been peeling by especially on my knees , elbows , and scalp . This peeling is often accompanied sensation a burning or stinging , ."
216,Hypertension,". with a head pain , chest pain , instability , and balance issues , I think also been feeling unwell Along I also 've I 'm having problems focusing ."
217,Cervical spondylosis,"I have been suffering from back pain , a hacking cough , and weakness in my arms and legs . Additionally , my neck hurts and single have throw issues with dizziness and maintaining my balance ."
218,peptic ulcer disease,"I have a burning in my upper abdomen , between or at night . I heartburn and indigestion and often feel very"
219,Migraine,"I have been feeling depressed and irritable , and have noticed amp change in my visual modality ."
220,peptic ulcer disease,"I 've lost a lot of stuff because of bloody stools iron and . Because of this , I now have anaemia and usually feel fairly ."
221,Acne,I 've been noticing skin really nasty rash on my skin lately . been 's covered in blackheads and pimples that are packed with pus . My a has also It really scurrying .
222,Psoriasis,"My skin has changed from being less sensitive to being especially sensitive . My skin has a silvery coating , more on my and , elbows back knees ."
223,Fungal infection,"little , My skin is covered in a very uncomfortable rash , hue with some odd patches of a different along . My skin also has a few pimples that resemble Doctor knots"
224,Pneumonia,"I 'm dripping with perspiration and ca n't seem to catch my breath . My throat is filled with a lot of phlegm , and I feel awful . My heart is pounding , and my chest aches . I up brownish ."
225,drug reaction,"I headaches and migraines , and I have been having difficulties sleeping . I 've been shaking and shivering all . Sometimes I become ."
226,diabetes,"I have and skin irritations , especially the crevices of my skin . skin bruises and cuts also a time to ."
227,allergy,"I 've been losing my appetite , and I trouble have also swallowing . My nose has been running , throat I have a sore and ."
228,urinary tract infection,I have been getting blood pee Sometimes I get nauseous while peeing . This often almost coincides with me having a high temperature
229,Dengue,I have feeling nauseous and have a constant urge to vomit There is a strong pain behind my eyes and there are small red spots all over my arms .
230,Impetigo,"My face covered in sores . Most of them are near my nose and lips . lesions are causing discomfort , and yellow or rust-colored fluid is oozing from them ."
231,Typhoid,"I've lost a lot of weight in the past week because I haven't been able to eat much due to nausea and vomiting. This is followed by mild fever, headache and belly pain. I'm really concerned about my health."
232,Common Cold,"My eyes are always red and swollen , and I feel like there 's sinuses . I 've been up a of goo and my chest really heavy . I ca smell anything and my muscles are really sore"
233,Migraine,"Along with distorted eyesight , excessive appetite , vitamin A painful neck , melancholy , irritability , and regular headaches , I have also be experiencing acid reflux , indigestion , and regular headaches ."
234,peptic ulcer disease,"I regularly have trouble swallowing , and I sometimes feel like food is becoming trapped in my throat . atomic number 53 frequently feel bloated and belch . Every time , single have a bad aftertaste ."
235,Chicken pox,I feel tired every day . There are what . all over my arms and back and it itches if I touch them spots I am really worried and not sure red to do .
236,Dengue,I have developed red spots on my arms and legs that are itchy and inflamed. I have been feeling nauseaus and have a constant urge to vomit. This is accomapanied by mild fever.
237,Hypertension,"I woke up this morning feeling fine, but as the day went on, I started experiencing a headache, chest pain, and dizziness. It's been hard for me to focus and concentrate on my work since then."
238,Bronchial Asthma,"I 've embody coughing nonstop for days , and I also have respiratory issues . My fever is through the roof , and I 'm so weak and don out . All of these symptoms have been really challenging for me to control ,"
